%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=214893, 2014/10/29 15:29:51.94)
1 5 -5.376050491461855700e-01 0 0 5.388104e-01 
2 9 -5.390115833429095500e-01 0 0 5.412962e-01 
3 13 -5.334712772463285900e-01 0 0 5.571720e-01 
4 17 -5.375227840759554400e-01 0 0 5.386913e-01 
5 21 -5.399978149137639700e-01 0 0 5.463853e-01 
6 25 -5.400021660538613100e-01 0 0 5.463082e-01 
7 29 -5.397604520196805900e-01 0 0 5.480375e-01 
8 33 -5.400157201034852000e-01 0 0 5.458478e-01 
9 37 -5.400148620579965400e-01 0 0 5.456402e-01 
10 41 -5.399647976256090100e-01 0 0 5.467934e-01 
11 45 -5.400118337013580800e-01 0 0 5.460702e-01 
12 49 -5.400156170001393400e-01 0 0 5.457079e-01 
13 53 -5.400159124538359600e-01 0 0 5.457945e-01 
14 57 -5.400150746761160900e-01 0 0 5.459147e-01 
15 61 -5.400152395183159800e-01 0 0 5.459013e-01 
16 65 -5.400152606846427800e-01 0 0 5.458995e-01 
17 69 -5.400155883819739400e-01 0 0 5.458660e-01 
18 73 -5.400159168262361800e-01 0 0 5.457857e-01 
19 77 -5.400159150660259800e-01 0 0 5.457792e-01 
20 81 -5.400159159376457500e-01 0 0 5.457894e-01 
21 85 -5.400159168257560000e-01 0 0 5.457857e-01 
22 89 -5.400159154508567000e-01 0 0 5.457904e-01 
23 93 -5.400159166011279100e-01 0 0 5.457830e-01 
24 97 -5.400159166811473500e-01 0 0 5.457834e-01 
25 101 -5.400159152373303900e-01 0 0 5.457795e-01 
26 105 -5.400159149468173300e-01 0 0 5.457913e-01 
27 109 -5.400159167363171000e-01 0 0 5.457866e-01 
28 113 -5.400159168317436600e-01 0 0 5.457856e-01 
29 117 -5.400159166163935900e-01 0 0 5.457831e-01 
30 121 -5.400159168128988400e-01 0 0 5.457859e-01 
31 125 -5.400159167055059700e-01 0 0 5.457868e-01 
32 129 -5.400159166124158800e-01 0 0 5.457873e-01 
33 133 -5.400159168250444600e-01 0 0 5.457846e-01 
34 137 -5.400159168135532100e-01 0 0 5.457845e-01 
35 141 -5.400159168117177900e-01 0 0 5.457859e-01 
36 145 -5.400159168381195600e-01 0 0 5.457853e-01 
37 149 -5.400159168375291400e-01 0 0 5.457850e-01 
38 153 -5.400159168257419000e-01 0 0 5.457846e-01 
39 157 -5.400159168387721500e-01 0 0 5.457850e-01 
40 161 -5.400159168385254600e-01 0 0 5.457853e-01 
41 165 -5.400159168388705100e-01 0 0 5.457851e-01 
42 169 -5.400159168395679600e-01 0 0 5.457852e-01 
43 173 -5.400159168379695700e-01 0 0 5.457854e-01 
44 177 -5.400159168395670700e-01 0 0 5.457852e-01 
45 181 -5.400159168395524100e-01 0 0 5.457852e-01 
46 185 -5.400159168395346500e-01 0 0 5.457852e-01 
47 189 -5.400159168395616300e-01 0 0 5.457852e-01 
48 193 -5.400159168395679600e-01 0 0 5.457852e-01 
49 197 -5.400159168395612900e-01 0 0 5.457852e-01 
50 201 -5.400159168395631800e-01 0 0 5.457852e-01 
51 205 -5.400159168395644000e-01 0 0 5.457852e-01 
52 209 -5.400159168395661800e-01 0 0 5.457852e-01 
53 213 -5.400159168395680700e-01 0 0 5.457852e-01 
54 217 -5.400159168395680700e-01 0 0 5.457852e-01 
55 221 -5.400159168395677300e-01 0 0 5.457852e-01 
56 225 -5.400159168395680700e-01 0 0 5.457852e-01 
57 229 -5.400159168395681800e-01 0 0 5.457852e-01 
58 233 -5.400159168395680700e-01 0 0 5.457852e-01 
59 237 -5.400159168395679600e-01 0 0 5.457852e-01 
60 241 -5.400159168395680700e-01 0 0 5.457852e-01 
61 245 -5.400159168395680700e-01 0 0 5.457852e-01 
